"Christine et la maison hantée / Ann M. Martin ; adapté de l'américain par Marie-Claude Favreau";"Martin, Ann M., 1955-";"Saint-Lambert : Héritage jeunesse, impression 1995 (Saint-Lambert : Payette & Simms)";"143 p. ; 18 cm";"Les baby-sitters. Mystère ; no 9";"Traduction de: Kristy and the haunted mansion
Roman";"2-7625-8245-8 (br.) :";"Favreau, Marie-Claude, 1959- , trad.";"Kristy and the haunted mansion";"0000463965"
"Le choix de Sophie / Ann M. Martin ; adapté de l'américain par Lucie Duchesne";"Martin, Ann M., 1955-";"Saint-Lambert : Héritage jeunesse, impression 1995 (Saint-Lambert : Payette & Simms)";"122 p. ; 20 cm";"Les baby-sitters ; 58";"Traduction de: Stacey's choice
Roman";"2-7625-8122-2 (br.) 2-7615-8122-2 :";"Duchesne, Lucie , trad.";"Stacey's choice";"0000460730"
"Jessie et les voleurs de bijoux / Ann M. Martin ; adapté de l'américain par Marie-Claude Favreau";"Martin, Ann M., 1955-";"Saint-Lambert : Héritage jeunesse, impression 1995 (Saint-Lambert : Payette & Simms)";"141 p. ; 18 cm";"Les baby-sitters. Mystère ; no 8";"Traduction de: Jessi and the jewel thieves
Roman";"2-7625-8140-0 (br.) :";"Favreau, Marie-Claude, 1959- , trad.";"Jessi and the jewel thieves";"0000458623"
"La médaille d'or pour Jessie / Ann M. Martin ; adapté de l'américain par Marie-Claude Favreau";"Martin, Ann M., 1955-";"Saint-Lambert : Héritage jeunesse, impression 1995 (Saint-Lambert : Payette & Simms)";"119 p. ; 20 cm";"Les baby-sitters ; 55";"Traduction de: Jessi's gold medal
""Quatre gardiennes fondent leur club""
Roman";"2-7625-8119-2 (br.) :";"Favreau, Marie-Claude, 1959- , trad.";"Jessi's gold medal";"0000458620"
"Sophie a le coup de foudre / Ann M. Martin ; adapté de l'américain par Lucie Duchesne";"Martin, Ann M., 1955-";"Saint-Lambert : Héritage jeunesse, impression 1996 (Saint-Lambert : Payette & Simms)";"119 p. ; 20 cm";"Les baby-sitters ; 65";"Traduction de :Stacey's big crush
Roman";"2-7625-8479-5 (br) :";"Duchesne, Lucie , trad.";":Stacey's big crush";"0000489288"
"Claudia se raconte / Ann M. Martin ; adapté de l'américain par Marie-Claude Favreau";"Martin, Ann M., 1955-";"Saint-Lambert : Héritage jeunesse, impression 1996 (Saint-Lambert : Payette & Simms)";"137 p. : ill. ; 20 cm";"Les baby-sitters. Collection Portrait";"Traduction de: Claudia's book
Roman";"2-7625-8605-4 (br.) :";"Favreau, Marie-Claude, 1959- , trad.";"Claudia's book";"0000492520"
"Diane et la querelle de famille / Ann M. Martin ; adapté de l'américain par Lucie Duchesne";"Martin, Ann M., 1955-";"Saint-Lambert : Héritage jeunesse, impression 1996 (Saint-Lambert : Payette & Simms)";"123 p. ; 20 cm";"Les baby-sitters ; 64";"Traduction de: Dawn's family feud
Roman";"2-7625-8409-4 (br.) :";"Duchesne, Lucie , trad.";"Dawn's family feud";"0000484028"
"Anne-Marie, bonne à tout faire / Ann M. Martin ; adapté de l'américain par Marie-Claude Favreau";"Martin, Ann M., 1955-";"Saint-Lambert : Héritage jeunesse, impression 1996 (Saint-Lambert : Payette & Simms)";"123 p. ; 20 cm";"Les baby-sitters ; 66";"Traduction de: Maid Mary Anne
Roman";"2-7625-8480-9 (br.) :";"Favreau, Marie-Claude, 1959- , trad.";"Maid Mary Anne";"0000489289"
"Anne-Marie et le mystère de la bibliothèque / Ann M. Martin ; adapté de l'américain par Lucie Duchesne";"Martin, Ann M., 1955-";"Saint-Lambert : Héritage jeunesse, impression 1996 (Saint-Lambert : Payette & Simms)";"140 p. ; 18 cm";"Les baby-sitters. Mystère ; no 13";"Traduction de: Mary Anne and the library mystery
Roman";"2-7625-8454-X (br.) :";"Duchesne, Lucie , trad.";"Mary Anne and the library mystery";"0000485602"
"Christine et l'enfant abandonné / Ann M. Martin ; adapté de l'américain par Lucie Duchesne";"Martin, Ann M., 1955-";"Saint-Lambert : Héritage jeunesse, impression 1996 (Saint-Lambert : Payette & Simms)";"125 p. ; 20 cm";"Les baby-sitters ; 62";"Traduction de: Kristy and the worst kid ever
Roman";"2-7625-8403-5 (br.) :";"Duchesne, Lucie , trad.";"Kristy and the worst kid ever";"0000472970"
"Jessie et le terrible secret / Ann M. Martin ; adapté de l'américain par Marie-Claude Favreau";"Martin, Ann M., 1955-";"Saint-Lambert : Héritage jeunesse, impression 1996 (Saint-Lambert : Payette & Simms)";"121 p. ; 20 cm";"Les baby-sitters ; 61";"Traduction de: Jessi and the awful secret
Roman";"2-7625-8402-7 (br.) :";"Favreau, Marie-Claude, 1959- , trad.";"Jessi and the awful secret";"0000472969"
"Le jeune ami de Claudia / Ann M. Martin ; adapté de l'américain par Lucie Duchesne";"Martin, Ann M., 1955-";"Saint-Lambert : Héritage jeunesse, impression 1996 (Saint-Lambert : Payette & Simms)";"123 p. ; 20 cm";"Les baby-sitters ; 63";"Traduction de: Claudia's friend
Roman";"2-7625-8408-6 (br.) :";"Duchesne, Lucie , trad.";"Claudia's friend";"0000484027"
"Cette peste de Josée / Ann M. Martin ; adapté de l'américain par Brigitte Amat";"Martin, Ann M., 1955-";"Saint-Lambert : Héritage jeunesse, cop. 1990 (Saint-Lambert : Payette & Simms,";"118 p. ; 20 cm";"Les baby-sitters ; 7";"Traduction de: Claudia and mean Janine
""Quatre gardiennes fondent leur club""";"276256445X (br.) :";"Amat, Brigitte , trad.";"Claudia and mean Janine";"0000110365";;;;
"De mystérieux appels anonymes / Ann M. Martin ; adapté de l'américain par Nicole Ferron";"Martin, Ann M., 1955-";"Saint-Lambert : Héritage jeunesse, cop. 1990 (Saint-Lambert : Payette & Simms,";"127 p. ; 20 cm";"Les baby-sitters ; 2";"Traduction de: Claudia and the phantom phone calls
""Quatre gardiennes fondent leur club""";"2762564409 (br.) :";"Ferron, Nicole , trad.";"Claudia and the phantom phone calls";"0000103603";;;;
"Cette peste de Josée / [par] Ann M. Martin ; adapt. de l'américain par Brigitte Amat";"Martin, Ann M., 1955-";"Saint-Lambert : Héritage, 1990";"118 p. ; 2 v. (127 p.) en braille abrégé complet";"Les baby-sitters ; 7";"""Quatre gardiennes fondent leur club""
Braille Jymico, Charlesbourg
Titre original: Claudia and mean Janine";"276256445X";;;"0002969152";"Quatre filles d'une douzaine d'années fondent un club de gardiennes. Cette collection raconte les problèmes personnels de chacune et les mésaventures auxquelles les ""baby-sitters"" doivent faire face.";"9100446";"Adolescence -- Romans, nouvelles, etc.
Familles -- Romans, nouvelles, etc.
Gardiennes d'enfants -- Romans, nouvelles, etc.
Grands-parents -- Romans, nouvelles, etc.";"Braille abrégé"
"Christine et le grand jour / Ann M. Martin ; adapt. de l'américain par Nicole Ferron";"Martin, Ann M., 1955-";"Saint-Lambert : Héritage, 1990";"125 p. ; 2 v. (125 p.) en braille abrégé complet";"Les baby-sitters ; 6";"""Quatre gardiennes fondent leur club""
Braille Jymico, Charlesbourg
Titre original: Kristy's big day";"2762564441";;;"0002969153";"Quatre filles fondent d'une douzaine d'années fondent un club de gardiennes. Cette collection raconte les problèmes personnels de chacune et les mésaventures auxquelles les ""baby-sitters"" doivent faire face.";"9100445";"Adolescence -- Romans, nouvelles, etc.
Familles -- Romans, nouvelles, etc.
Gardiennes d'enfants -- Romans, nouvelles, etc.
Mariage -- Romans, nouvelles, etc.";"Braille abrégé"
"Le Problème de Sophie / Ann M. Martin ; adapté de l'américain par Sylvie Prieur";"Martin, Ann M., 1955-";"Saint-Lambert : Héritage jeunesse, cop. 1990 (Saint-Lambert : Payette & Simms,";"127 p. ; 20 cm";"Les baby-sitters ; 3";"Traduction de: The Truth about Stacey
""Quatre gardiennes fondent leur club""";"2762564417 (br.) :";"Prieur, Sylvie , trad.";"The Truth about Stacey";"0000103606";;;;
"Diane et le fantôme / Ann M. Martin ; adapté de l'américain par Brigitte Amat";"Martin, Ann M., 1955-";"Saint-Lambert : Héritage jeunesse, cop. 1990 (Saint-Lambert : Payette & Simms,";"127 p. ; 20 cm";"Les baby-sitters ; 9";"Traduction de: The Ghost at Dawn's house
""Quatre gardiennes fondent leur club""";"2762564476 (br.) :";"Amat, Brigitte , trad.";"The Ghost at Dawn's house";"0000113366";;;;
"Claudia et la nouvelle venue / Ann M. Martin ; adapté de l'américain par Sylvie Prieur";"Martin, Ann M., 1955-";"Saint-Lambert : Héritage jeunesse, cop. 1990 (Saint-Lambert : Payette & Simms,";"127 p. ; 20 cm";"Les baby-sitters ; 12";"Traduction de: Claudia and the new girl
""Quatre gardiennes fondent leur club""";"2762564506 (br.) :";"Prieur, Sylvie , trad.";"Claudia and the new girl";"0000113363";;;;
"Christine et le grand jour / Ann M. Martin ; adapté de l'américain par Nicole Ferron";"Martin, Ann M., 1955-";"Saint-Lambert : Héritage jeunesse, cop. 1990 (Saint-Lambert : Payette & Simms,";"125 p. ; 20 cm";"Les baby-sitters ; 6";"Traduction de: Kristy's big day
""Quatre gardiennes fondent leur club""";"2762564441 (br.) :";"Ferron, Nicole , trad.";"Kristy's big day";"0000110363";;;;
"Les Amours de Sophie / Ann M. Martin ; adapté de l'américain par Nicole Ferron";"Martin, Ann M., 1955-";"Saint-Lambert : Héritage jeunesse, cop. 1990 (Saint-Lambert : Payette & Simms,";"116 p. ; 20 cm";"Les baby-sitters ; 8";"Traduction de: Boy-crazy Stacey
""Quatre gardiennes fondent leur club""";"2762564468 (br.) :";"Ferron, Nicole , trad.";"Boy-crazy Stacey";"0000110364";;;;
"Bien joué, Anne-Marie! / Ann M. Martin ; adapté de l'américain par Brigitte Amat";"Martin, Ann M., 1955-";"Saint-Lambert : Héritage jeunesse, cop. 1990 (Saint-Lambert : Payette & Simms,";"127 p. ; 20 cm";"Les baby-sitters ; 4";"Traduction de: Mary Anne saves the day
""Quatre gardiennes fondent leur club""";"2762564425 (br.) :";"Amat, Brigitte , trad.";"Mary Anne saves the day";"0000103607";;;;
"Christine a une idée géniale / Ann M. Martin ; adapté de l'américain par Brigitte Amat";"Martin, Ann M., 1955-";"Saint-Lambert : Héritage jeunesse, cop. 1990 (Saint-Lambert : Payette & Simms,";"127 p. ; 20 cm";"Les baby-sitters ; 1";"Traduction de: Kristy's great idea.
""Quatre gardiennes fondent leur club""";"2762564395 (br.) :";"Amat, Brigitte , trad.";"Kristy's great idea.";"0000103600";;;;
"Un Amoureux pour Anne-Marie / Ann M. Martin ; adapté de l'américain par Sylvie Prieur";"Martin, Ann M., 1955-";"Saint-Lambert : Héritage jeunesse, cop. 1990 (Saint-Lambert : Payette & Simms,";"127 p. ; 20 cm";"Les baby-sitters ; 10";"Traduction de: Logan likes Mary Anne!
""Quatre gardiennes fondent leur club""";"2762564484 (br.) :";"Prieur, Sylvie";"Logan likes Mary Anne!";"0000113365";;;;
"Christine chez les snobs / Ann M. Martin ; adapté de l'américain par Nicole Ferron";"Martin, Ann M., 1955-";"Saint-Lambert : Héritage jeunesse, cop. 1990 (Saint-Lambert : Payette & Simms,";"127 p. ; 20 cm";"Les baby-sitters ; 11";"Traduction de: Kristy and the snobs.
""Quatre gardiennes fondent leur club""";"2762564492 (br.) :";"Ferron, Nicole , trad.";"Kristy and the snobs.";"0000113364";;;;
"Diane et le trio terrible / Ann M. Martin ; adapté de l'américain par Sylvie Prieur";"Martin, Ann M., 1955-";"Saint-Lambert : Héritage jeunesse, cop. 1990 (Saint-Lambert : Payette & Simms,";"125 p. ; 20 cm";"Les baby-sitters ; 5";"Traduction de: Dawn and the impossible three
""Quatre gardiennes fondent leur club""";"2762564433 (br.) :";"Prieur, Sylvie , trad.";"Dawn and the impossible three";"0000110361";;;;
